"name","unique_skills_required","highest_avg_salary"
"Hatch IT","11","190000"
"Hausch & Company","4","82500"
"Havas Media Network","29","85000"
"Haydon Corporation","2","65000"
"Hays","158","155000"
"HAYS","124","145000"
"hc1","13","100000"
"HCA Florida South Tampa Hospital","1","60000"
"HCA Healthcare","70","113837"
"HCD International","3","62500"
"HCL America, Inc.","22","100000"
"HCL Ecosystem","1","90000"
"HCLTech","116","110000"
"HD Supply Holdings","1","125000"
"Headway Tek Inc","32","120000"
"Healogics, Inc","3","49350"
"Health Advocate","6","160000"
"Health Care Service Corporation","33","99150"
"Health Choice Network","7","75000"
"Health First","25","90000"
"Health GPT","3","125000"
"Health Net","4","95200"
"Health New England","17","95981"
"Health Plan of San Joaquin","7","140500"
"Health Plan of San Mateo","7","104107"
"Health Services Advisory Group, Inc.","13","72500"
"Health, Department of","3","89834"
"Healthcare Analytics | Payment Integrity","1","44720"
"Healthcare Association of New York State","1","82500"
"Healthcare Placement Solutions","5","137500"
"HealthComp, LLC","6","72500"
"HealthFirst","14","122000"
"Healthix","13","85000"
"HealthOne","7","129189"
"HealthVerity","17","156500"
"Healthy Start Coalition of HHP","6","41447"
"Hearst","31","130000"
"Hearth","5","100000"
"Heartland Consulting","5","105000"
"Heartland Growers","2","57500"
"Hectadata LLC","10","105000"
"Hedge Fund","20","167500"
"HEINEKEN","29","186000"
"Heirloom","13","170000"
"Helen of Troy","8","90000"
"Helin","11","98283"
"Helium Health","23","54000"
"Helix Tech IT solution","10","147841"
"Helix Tech IT Solutions","6","84157"
"Hello Heart","33","157500"
"HelloFresh","70","125000"
"Helm360","23","65000"
"Heluna Health","19","89796"
"Henry Ford Health System","20","108416"
"Henry M. Jackson Foundation for the Advancement of Military Medicine","9","58800"
"Henry Schein One","16","227630"
"Heraeus Conamic North America","9","97500"
"Heritage Provider Network","9","68363"
"Herman Law Firm, P.A.","8","57500"
"Heron Data","4","75000"
"Hertz","49","100000"
"Hertz System","23","78000"
"Hewlett Packard Enterprise","99","180500"
"Hewlett Packard Enterprise Company","15","150000"
"Hexaware Technologies","70","140000"
"Hexaware Technologies, Inc","18","125000"
"heycar","5","53014"
"HHS Careers","8","135145"
"Hi-Care Services","6","65000"
"High Bridge Consulting","15","160000"
"High Bridge Consulting LLC","19","145000"
"High Country Search Group","1","192500"
"High Country Tech Search","5","185000"
"High Tech High","4","88708"
"High Trail Inc","1","195000"
"highbrow-tech LLC","20","105000"
"HighCohesion","5","45000"
"HighGround","4","80000"
"Highmark","14","131650"
"Highmark Health","46","108000"
"Highspot","30","157500"
"HII","30","112502"
"HII Mission Technologies","43","75000"
"Hill's Pet Nutrition","26","117783"
"Hill International, Inc.","7","125000"
"Hill Search","7","180000"
"Hilton","54","142500"
"hims & hers","28","150000"
"Hims & Hers","4","150000"
"Hinge","14","234500"
"Hinge Health","29","190000"
"Hippo Insurance","4","212000"
"HIRD LLC","7","70000"
"Hire With Jarvis","21","175000"
"HireKeyz Inc","26","135000"
"HireLogic Search Group","6","120000"
"HireMilitary","12","110000"
"HireMinds","8","132500"
"HirePlace","14","125000"
"HireRising","33","140000"
"HireTalent - Diversity Staffing & Recruiting Firm","65","100000"
"Hireteq Solutions Inc.","3","165000"
"Hirewell","14","145000"
"Hispanic American Construction Industry Association (HACIA)","4","65000"
"Hitachi","43","200000"
"Hitachi Solutions","35","165000"
"Hitachi Vantara","85","185000"
"Hitch","21","57500"
"HIVED","7","139216"
"HNI Corp","3","90000"
"HNY Ferry II, LLC","9","90000"
"Holland Homes, LLC","1","62500"
"HolonIQ","4","90670"
"Holy Family University","7","72500"
"Homa Games","55","100500"
"Home Depot","25","240000"
"Home Depot / THD","26","290000"
"HomeAware","8","100000"
"Homebase","13","90000"
"Homesite Insurance Company","15","115000"
"HomeStars Inc.","7","90000"
"Hometap","8","90000"
"HoneyBook","10","157500"
"Honeywell","80","175000"
"Honor","8","125000"
"Honovee","5","192728"
"Hook","9","131580"
"HopHR","29","107500"
"Hôpitaux Universitaires de Genève","6","157500"
"HopSkipDrive","5","95000"
"Horizon BCBSNJ","3","123340"
"Horizon Blue Cross Blue Shield of New Jersey","24","110025"
"Hornblower Inc","10","90000"
"Hospital for Special Surgery","25","150000"
"Hostinger","10","157500"
"Hotel Engine","8","185000"
"Hott Source","20","160000"
"Housecall Pro","34","97500"
"Houseful","11","155500"
"Houst","13","96773"
"Houzz","22","142500"
"Howard Hughes Medical Institute","21","98000"
"Howard Sloan Tech","12","162500"
"HoYoverse","27","115000"
"HP","99","156500"
"HP Development Company, L.P.","26","148500"
"HPE1US","76","180500"
"HQDA Field Operating Agencies and Staff Support Agencies","9","152222"
"HR Signal","5","96761"
"HRK Solutions LLC.","5","80000"
"HRS","16","170500"
"HSO","30","72900"
"HTC Global Services","80","125000"
"HTEC Group","18","157500"
"Hub Consulting","12","137500"
"HUB International","13","80000"
"Hubs","12","98283"
"Hubstaff","33","110000"
"Huckberry","9","90000"
"Huckleberry Labs","3","205000"
"Hudl","12","135519"
"Hudson Modeling","21","225000"
"Hueman PE Talent Solutions","3","95000"
"Human Advisors LLC","6","50000"
"Human Interest","8","145000"
"Human Resources","4","45056"
"Humana","82","125000"
"Humana Inc","19","100000"
"Humanity","93","30000"
"Humans Doing","15","157500"
"Hunter Bond","46","225000"
"Hunter Hamilton","5","80000"
"Huntington Ingalls Industries","43","80812"
"Huntington National Bank","28","125000"
"Huntress","11","152500"
"Huron Consulting Group","13","115000"
"Huxley","72","170000"
"HW Dallas","1","65000"
"Hydrogen Group","44","190000"
"Hyfe","10","55000"
"Hyperscience","20","89100"
"HyreCar","7","135000"
"Hyreu","1","90000"
"Hyundai AutoEver America","22","111548"
"Hyve Solutions","6","70000"
"i2i Workforce","6","90000"
"iAdvize","18","147500"
"Ibility","5","130000"
"IBM","143","252000"
"IBM Careers","46","222132"
"Ibotta","18","130000"
"IBR (Imagine Believe Realize)","33","137500"
"Icahn School of Medicine at Mount Sinai","13","150000"
"iCapital","34","135000"
"iCapital Network","27","150000"
"Icertis","9","79200"
"ICEYE","24","166000"
"ICF","81","169348"
"ICF International, Inc","11","126452"
"ICF Next","15","150000"
"ICI Services Corporation","8","88000"
"iCIMS","22","127500"
"Iclasspro","2","100500"
"ICON plc","33","189000"
"ICP SOLUTIONS","5","105000"
"ICST, LLC","3","90000"
"ID.me","12","90670"
"Idaho National Laboratory","25","142428"
"IDC Technologies","10","160000"
"Idea Entity","2","125000"
"Idea Evolver","18","135000"
"IDEA Public Schools","13","73600"
"Idea Recruitment","3","70000"
"Ideal Business Advisors","11","155000"
"Idelsoft","3","170000"
"IDEMIA","40","125000"
"Identified Talent Solutions","15","135000"
"Identiv","4","92500"
"IDR, Inc.","47","125000"
"IEHP","19","117967"
"IFS","24","163782"
"iGenius","26","100500"
"Ignite Digital Services","19","92500"
"IHG","18","125000"
"IITA","6","166420"
"illumin","11","132500"
"Illumina","47","118300"
"Illumina Inc","6","150000"
"Illuminate Mission Solutions","6","375000"
"Illumination Works","24","140000"
"iLocatum","10","150000"
"iLoF - Intelligent Lab on Fiber","6","149653"
"Imagine Learning","12","105631"
"Imagine One Technology & Management","7","110000"
"Imagine360","2","65000"
"IMG Crown Energy Services Joint Venture, LLC","9","80000"
"Immigration and Customs Enforcement","2","110798"
"Immuna","5","120000"
"Impact","32","111175"
"Impact Genome","2","85000"
"IMPACT Technology Recruiting","10","161500"
"impact.com","46","180000"
"Impellam Group","36","135000"
"Imperva","44","175000"
"Imperva.com","21","90000"
"Imprint","6","150000"
"Imprint Content","6","130000"
"Imprint Payments","7","150000"
"Improvix Technologies","7","103000"
"IMS People","13","95000"
"In Technology Group Inc (US)","14","215000"
"Inadev","19","105500"
"INADEV","31","147500"
"Inbank","19","89204"
"Inbox Business Technologies","12","157500"
"Inc.","36","152434"
"Incedo Inc","26","150000"
"Incedo Inc.","45","125000"
"INCELLIGENT","15","45000"
"Inceptive","1","155000"
"Inclusively","73","189309"
"Incode","22","102500"
"Incyte","3","125000"
"InDebted","11","139216"
"Indegene","31","157500"
"Independent Suppliers Group, Inc.","2","52500"
"Indiana University","23","75000"
"Indie Campers","24","166420"
"Indigo","24","135519"
"IndSAfri","8","69300"
"InfiCare Staffing","22","150000"
"INFICON","9","122500"
"Infineon Technologies","63","231657"
"Infinite Computer Solutions (ICS)","44","57500"
"Infinitus Systems","8","90000"
"Infinity Consulting Group","6","150000"
"Infinity Consulting Solutions, Inc.","52","160000"
"Infinity Marketing","4","60000"
"Infinity Marketing Solutions Inc","4","60000"
"Infinity, a Stamford Technology Company","27","120000"
"Influencers.club","5","36000"
"Influential","12","155000"
"Influential Commerce","5","65000"
"Info Origin Inc","6","120000"
"Info Way Solutions LLC","20","80000"
"Infobahn Solutions Inc.","12","117500"
"Infocodec Solutions","11","112724"
"Infogain","50","95000"
"Infometry Inc.","2","110000"
"Infomineo","32","90670"
"Informa Connect","21","51500"
"Informa Group Plc.","67","147500"
"Information Resources, Inc","9","140122"
"Information Tech Consultants","13","31500"
"Information Technology Department","4","127500"
"Infosight Consulting Inc","4","50000"
"Infosys","107","125000"
"Infosys Consulting - Europe","9","89100"
"Infosys LTD","4","100000"
"Infosys Singapore & Australia","32","131580"
"Infosys Technologies Ltd","9","110000"
"Infrapod Technologies","2","90000"
"INFUSEmedia","22","63000"
"ING","102","170575"
"Ingenics","5","100000"
"Ingenio","12","145000"
"Ingram Content Group","12","156500"
"Ingram Micro","46","200000"
"INgrooves Music Group","10","250000"
"INgroovesMusicGroup","18","250000"
"Inivos","4","98500"
"Inland Empire Health Plans","32","90792"
"Inlumi","10","90670"
"Inmarsat","14","147500"
"InMobi","25","166420"
"INNIO Group","20","115000"
"Innoforge","7","65000"
"Innova Solutions","86","140000"
"Innova Solutions, Inc","22","125000"
"Innovaccer","27","111175"
"Innovalus","11","75000"
"Innovative Technology Partnerships LLC","3","147500"
"innoVet Health, LLC","18","140000"
"iNovex Information Systems","14","108416"
"InsideHigherEd","15","80740"
"Insight Enterprises, Inc.","42","183000"
"Insight Global","152","205000"
"Insight Global Healthcare","4","100000"
"Insight Global, Inc.","1","137500"
"insightsoftware","26","147500"
"InSite Property Group","1","130000"
"Insomniac Design","14","100000"
"Insperity","20","83950"
"Inspire Recruitment Inc.","9","215000"
"Inspirus (a Pluxee company)","1","50000"
"INSPYR Solutions","92","114000"
"Insticator","14","115000"
"Instructure","23","134241"
"Insurance Services Office, Inc.","5","122000"
"Insurify","1","147500"
"Intact Financial Corporation","26","125000"
"IntagHire","18","127500"
"Intapp, Inc.","12","125000"
"Intecon","4","137500"
"Integral Ad Science","42","200000"
"Integrated Data Services Inc.","3","95000"
"Integrated Real Estate Group","1","62500"
"Integrated Resources, Inc ( IRI )","51","65000"
"IntegriChain","11","96773"
"Integris Group","13","115000"
"Integrity Consulting Engineering & Security Solutions LLC","2","112500"
"Integrity Consulting, NC","8","105000"
"iNtegrity+","8","100000"
"Intel","111","174620"
"INTEL","70","174620"
"Intellect-Technologies","3","110000"
"IntellectFaces Technology Solutions Pvt Ltd","5","190000"
"Intelletec","48","250000"
"Intelletec Energy","4","150000"
"IntelliBridge","81","100000"
"Intellisoft Technologies","34","130000"
"Intelliswift Software Inc","50","175000"
"IntePros Consulting","17","125000"
"Interactive Brokers","14","140000"
"Interactive Resources - iR","41","210000"
"Intercom","18","252000"
"Intercontinental Exchange","18","75000"
"INTERMS LLC","13","122500"
"Internal Data Resources","16","100000"
"Internal Revenue Service","16","116393"
"International Data Corporation","7","90000"
"International Game Technology","10","115000"
"International Maize and Wheat Improvement Center","11","47500"
"International SOS Ltd","9","90000"
"Internet Brands","17","41000"
"Internet of Things LLC","3","110000"
"Internet of Things, LLC","3","110000"
"Intevity","7","147500"
"Intracom Telecom","32","177283"
"Intrado Life & Safety","12","93500"
"IntraFi Network","4","134133"
"INTRALOT","8","89100"
"Intrepid Digital","2","122500"
"Intuit Inc","18","350000"
"Intuita Consulting Ltd","7","96773"
"Intuitive","51","187000"
"Intuitive Surgical","9","115000"
"Intuitive Surgical, Inc","11","150000"
"Invenergy","8","118640"
"Invert","14","140000"
"InvestCloud, Inc.","3","115000"
"InvestM Technology LLC","35","175000"
"Invitae","15","135720"
"Invitation Homes","10","115656"
"InVitro Cell Research, LLC","2","225000"
"Invoke Staffing","1","50000"
"invygo","5","111175"
"Inworld AI","15","157500"
"INX International Ink Co.","5","63000"
"iOLAP","24","156500"
"ION","44","103000"
"ION Group","23","79200"
"Iopa Solutions","4","110000"
"iOPEX","4","111175"
"IPG Mediabrands","23","117500"
"IPG MediaBrands","8","80000"
"IPRO","12","95000"
"Ipsos","32","125000"
"IQ-EQ","41","147500"
"IQ Clarity, LLC","12","120000"
"iQor","17","100000"
"IQVIA","100","139000"
"IRIS Software, Inc.","31","170000"
"Iron Mountain Inc.","5","107330"
"Ironclad, Inc.","3","180000"
"Irvine Technology Corporation","67","210000"
"iSeatz","6","101500"
"iShare Inc.","5","145000"
"Island Conservation","4","55000"
"Isomorphic Labs","7","89100"
"iSpace, Inc","10","147500"
"ISPOR","5","67500"
"iSpot.tv","14","115000"
"ISSAC Corp","9","112500"
"IT Concepts Inc","29","120000"
"IT Concepts Inc.","13","98500"
"IT Motives","19","150000"
"IT Pros","28","160000"
"IT Resources Corp","12","160000"
"IT Trailblazers, LLC","34","130000"
"iTalent Digital","15","67500"
"ITECCO","33","125000"
"ITECCO Limited","9","125000"
"iTechScope","39","109500"
"Itemize Corp.","9","135000"
"ITN Networks","3","55000"
"Itron","11","127500"
"ITW","13","98302"
"Iwebgrocer","5","51221"
"IXL Learning","4","109500"
"iZotope","6","111175"
"J&J Family of Companies","85","141500"
"J. Paul Getty Trust","3","108285"
"Jack Henry","22","152500"
"Jack Henry and Associates, Inc.","7","127500"
"Jacksonville","7","51059"
"Jacobs","76","101014"
"Jada Systems Inc","26","150000"
"Jade Global","36","135000"
"Jade Skills","3","100000"
"Jagex","9","80850"
"Jam City","10","150000"
"James Madison University","9","65000"
"Jane Street","13","109500"
"Janes","15","64800"
"January","5","160000"
"Janus Henderson","7","122500"
"Janus International Group","5","90000"
"Japan Tobacco International","4","64800"
"JARBO Employment Group","2","55000"
"Jason Pharmaceuticals, Inc.","24","130000"
"Javara","9","63647"
"Jazwares","8","87918"
"JB HARRIS TRANSPORT","22","75000"
"JBA","5","86373"
"JBAndrews","4","127500"
"JC Penney","16","90000"
"JCD STAFFING LLC","3","90000"
"JConnect Inc","7","97500"
"JCW","6","135000"
"JDC","2","77500"
"JDC (The Joint)","3","77500"
"JEA","1","80257"
"Jeffco Public Schools - Colorado","7","98276"
"Jefferies","18","92500"
"Jefferson College","6","49546"
"Jefferson Frank","82","176461"
"Jellyfish","29","133500"
"Jerry","6","150000"
"jerry.ai","6","90000"
"Jet Propulsion Laboratory","20","120307"
"JetBlue Airways","12","125000"
"JetBlue Airways Corporation","36","114500"
"JetBridge","2","138500"
"JetBridge Software Inc.","2","150424"
"JFC Global","16","120000"
"JFrog","27","90670"
"JG-Joint Genome Institute","11","123378"
"Jina AI","3","89100"
"JLL","73","146000"
"JM Smucker Company","7","90000"
"Job Juncture","26","150000"
"Job Type: Full-Time Ellis Law Group","1","67431"
"Jobbatical","10","157500"
"Jobber","13","100000"
"JobGiraffe","1","70000"
"Jobility Talent Solutions (formerly Samiti Technology)","16","150000"
"JOBJACK","5","96773"
"Jobmatchingpartner Ltd","20","35000"
"Jobot","118","250000"
"Jobs for Humanity","116","211000"
"Jochen Schweizer mydays Group","15","157500"
"Joe's Movement Emporium/World Arts Focus","1","60500"
"John Burns Research and Consulting","5","93500"
"John Deere","69","125000"
"John Evans Recruiting","4","85000"
"John F. Kennedy Space Center","3","69581"
"Johns Hopkins Applied Physics Lab","35","90000"
"Johns Hopkins University","62","198110"
"Johns Hopkins University & Medicine - Development and Alumni Relations","2","60000"
"Johnson & Johnson","90","200000"
"Johnson Controls, Inc.","25","65000"
"Jones Lang LaSalle Incorporated","29","100000"
"Jorie Healthcare Partners","18","117500"
"JP Morgan Chase & Co.","66","225000"
"JPMorgan Chase","86","162000"
